Gen,MeanFit,StdFit,MaxFit
820,-33.679,+98.507,+157.951
821,-35.226,+99.873,+154.442
822,-34.359,+99.714,+152.692
823,-36.591,+101.022,+153.891
824,-21.367,+98.225,+151.971
825,-24.114,+91.114,+148.458
826,-20.327,+92.361,+159.715
827,-30.581,+106.202,+157.996
828,-17.915,+97.893,+164.098
829,-13.230,+96.808,+160.504
830,-19.035,+94.084,+157.258
831,-17.170,+102.696,+157.530
832,-13.710,+95.576,+162.562
833,-15.082,+99.900,+151.824
834,-17.270,+106.522,+154.687
835,-19.786,+109.847,+152.428
836,-23.403,+108.480,+158.979
837,-26.909,+168.420,+151.853
838,-28.512,+114.877,+155.264
839,-13.687,+104.122,+160.457
840,-11.652,+98.857,+154.417
841,-18.527,+99.256,+160.780
842,-11.541,+100.768,+159.749
843,-9.335,+104.969,+160.054
844,-21.119,+105.444,+163.232
845,-10.814,+102.461,+154.710
846,-8.263,+97.747,+154.721
847,-14.981,+105.459,+160.194
848,-9.806,+100.476,+152.068
849,-9.854,+100.711,+157.246
850,-4.159,+99.132,+160.028
851,-7.953,+102.654,+165.939
852,-7.751,+101.037,+156.676
853,-13.322,+106.493,+161.771
854,-21.512,+105.253,+154.910
855,-7.796,+103.785,+159.716
856,-8.836,+97.535,+162.873
857,-6.378,+101.236,+157.948
858,-10.926,+102.630,+160.326
859,-14.032,+105.186,+158.200
860,-2.217,+101.960,+154.442
861,-13.499,+103.494,+157.105
862,-9.429,+103.227,+158.744
863,+2.452,+95.302,+149.446
864,-19.590,+107.618,+160.781
865,-10.721,+106.344,+161.301
866,-12.990,+105.656,+152.701
867,-13.368,+108.509,+157.136
868,-9.637,+103.631,+157.114
869,-13.282,+106.671,+150.333
870,-16.976,+109.167,+161.981
871,-13.303,+121.381,+160.311
872,-16.292,+104.861,+155.362
873,-18.179,+105.736,+161.482
874,-2.867,+96.073,+156.473
875,-22.946,+113.389,+156.142
876,-8.982,+108.594,+157.386
877,-14.256,+114.602,+161.153
878,-8.731,+102.567,+166.253
879,-19.225,+105.774,+153.851
880,-21.557,+112.315,+159.314
881,-14.009,+106.099,+156.106
882,-16.168,+108.173,+157.990
883,-10.641,+104.899,+159.237
884,-7.582,+98.519,+161.809
885,-13.944,+110.953,+159.594
886,-4.638,+100.981,+161.692
887,-11.995,+104.029,+157.652
888,-11.194,+112.558,+160.279
889,-6.072,+102.777,+153.849
890,-13.202,+104.286,+161.298
891,-12.537,+109.858,+158.602
892,+1.753,+97.784,+161.705
893,-14.354,+116.218,+160.182
894,-16.639,+111.906,+153.772
895,+2.326,+97.834,+159.082
896,-21.062,+116.604,+156.027
897,-11.343,+106.484,+158.037
898,-15.078,+111.524,+157.107
899,-10.183,+106.574,+156.698
900,-4.834,+101.906,+155.394
901,-10.684,+115.650,+156.675
902,-14.773,+119.729,+162.483
903,-8.954,+108.276,+163.704
904,-2.678,+108.399,+156.598
905,-7.257,+115.201,+152.915
906,-6.477,+103.468,+156.569
907,-14.726,+107.928,+161.118
908,-8.327,+108.057,+155.283
909,+1.936,+98.883,+152.923
910,-7.137,+106.465,+154.601
911,-9.817,+111.297,+160.383
912,-6.731,+107.558,+157.318
913,-6.093,+104.290,+156.507
914,-4.982,+120.362,+158.453
915,-13.364,+103.963,+154.307
916,-9.213,+109.057,+159.621
917,-6.209,+105.377,+159.873
918,-6.391,+117.088,+159.025
919,-5.706,+117.545,+160.708
920,-3.365,+109.967,+161.664
921,-9.523,+107.177,+163.030
922,-4.197,+113.789,+160.047
923,-16.328,+127.565,+161.148
924,+3.311,+103.368,+161.108
925,-9.941,+111.879,+155.127
926,-15.304,+146.446,+158.955
927,-14.676,+127.622,+155.797
928,-8.319,+106.130,+160.550
929,-8.982,+113.449,+153.665
930,+1.791,+109.984,+156.412
931,+0.965,+104.975,+154.781
932,-1.492,+110.345,+155.372
933,-6.785,+118.397,+162.539
934,-2.532,+109.345,+159.099
935,-11.779,+115.533,+160.076
936,-10.967,+126.619,+161.155
937,-11.932,+115.412,+156.953
938,+4.277,+107.869,+162.095
939,-10.497,+123.055,+160.462
940,-0.625,+105.751,+163.796
941,-6.305,+111.272,+160.577
942,-9.018,+112.583,+161.778
943,-7.589,+110.766,+161.012
944,-4.387,+105.920,+161.737
945,-3.853,+108.339,+159.243
946,-0.892,+107.813,+161.407
947,+0.943,+105.934,+159.908
948,-25.188,+182.738,+158.289
949,-2.087,+110.223,+159.687
950,-5.317,+109.120,+152.548
951,-10.324,+112.735,+163.624
952,-13.416,+112.647,+158.331
953,+2.781,+101.621,+159.730
954,+0.124,+108.440,+156.584
955,-5.328,+114.619,+164.666
956,-8.650,+115.915,+159.282
957,-6.766,+111.652,+158.642
958,-10.966,+120.821,+158.991
959,+3.109,+104.630,+159.864
960,-13.359,+116.537,+156.800
961,-10.583,+116.171,+158.684
962,-3.423,+110.975,+159.040
963,-13.457,+117.874,+164.206
964,-17.084,+136.346,+157.282
965,-5.274,+114.292,+158.888
966,+4.804,+106.908,+157.971
967,-3.325,+114.548,+161.911
968,-3.485,+109.641,+162.486
969,-4.223,+113.510,+161.333
970,-24.754,+337.855,+160.603
971,+1.945,+108.289,+158.917
972,-6.733,+113.882,+163.030
973,-1.859,+105.356,+160.508
974,+5.208,+101.521,+163.838
975,-43.602,+383.364,+162.940
976,-12.544,+114.560,+161.491
977,+2.850,+104.624,+162.381
978,-7.532,+113.297,+157.348
979,-7.912,+112.289,+162.296
980,+0.125,+109.526,+161.956
981,-5.645,+110.350,+161.126
982,-5.321,+114.387,+159.406
983,-7.317,+118.490,+158.398
984,+1.530,+102.754,+158.667
985,-8.594,+117.175,+160.186
986,-5.535,+112.997,+158.278
987,-3.362,+108.385,+166.411
988,-3.385,+110.711,+162.628
989,-1.595,+110.830,+161.843
990,-2.017,+108.539,+166.685
991,-17.339,+129.297,+161.284
992,-5.211,+110.658,+161.295
993,-2.393,+110.952,+165.613
994,+1.210,+107.822,+161.796
995,-3.883,+119.529,+166.414
996,-10.145,+116.800,+159.569
997,-0.243,+115.030,+165.434
998,+0.126,+113.779,+162.073
999,-3.778,+118.466,+161.935
1000,-31.735,+270.292,+162.679
1001,-6.881,+118.366,+158.506
1002,-11.957,+125.451,+160.919
1003,-1.433,+110.354,+162.681
1004,-16.495,+115.725,+160.058
1005,+3.968,+108.599,+161.168
1006,+8.696,+102.202,+164.175
1007,+1.003,+106.961,+165.382
1008,-4.773,+112.594,+165.395
1009,-1.465,+108.791,+158.117
1010,-8.872,+116.201,+167.280
1011,-10.083,+111.708,+159.330
1012,-2.821,+108.092,+159.003
1013,-8.889,+113.204,+160.946
1014,-6.873,+116.856,+158.704
1015,-0.215,+112.626,+159.975
1016,-8.956,+120.636,+158.047
1017,-3.487,+116.090,+168.617
1018,-0.183,+108.239,+162.322
1019,-0.318,+107.459,+163.089
1020,-1.734,+112.185,+160.839
1021,-2.806,+109.747,+161.156
1022,-4.815,+123.084,+163.286
1023,-6.584,+128.353,+165.960
1024,-2.074,+115.474,+163.793
1025,-5.822,+113.850,+162.898
1026,-7.223,+127.320,+163.297
1027,+4.712,+105.615,+162.935
1028,-50.963,+452.956,+164.377
1029,-11.371,+116.141,+161.097
1030,-0.275,+110.658,+161.383
1031,-1.382,+112.498,+165.353
1032,-2.489,+112.565,+165.938
1033,+3.227,+110.122,+163.070
1034,-3.797,+116.801,+167.494
1035,-5.941,+115.470,+165.732
1036,-15.473,+124.687,+160.986
1037,+2.534,+110.171,+167.549
1038,+13.476,+98.862,+162.818
1039,+1.439,+111.719,+161.977
1040,-4.201,+112.575,+161.784
1041,+1.000,+105.824,+163.233
1042,-7.756,+117.501,+165.133
1043,+4.148,+106.514,+162.712
1044,-2.892,+113.766,+167.038
1045,-28.788,+212.676,+163.887
1046,-2.953,+118.549,+163.503
1047,+3.579,+105.088,+164.011
1048,-2.339,+111.444,+162.836
1049,-17.504,+131.875,+162.196
1050,-5.661,+112.808,+165.667
1051,-4.297,+128.239,+163.335
1052,+5.468,+107.150,+162.625
1053,-18.113,+126.776,+165.653
1054,-10.438,+122.665,+165.765
1055,+0.245,+109.849,+162.968
1056,-6.024,+120.495,+164.571
1057,-10.363,+121.806,+163.214
1058,-4.626,+114.648,+164.546
1059,-11.979,+137.889,+164.601
1060,-6.134,+116.447,+165.278
1061,-4.843,+111.773,+166.707
1062,-6.413,+116.560,+170.338
1063,-11.463,+118.311,+165.084
1064,-10.322,+128.394,+162.386
1065,-9.465,+123.257,+163.907
1066,-0.889,+109.138,+169.105
1067,-4.078,+114.141,+164.557
1068,-3.182,+113.547,+163.944
1069,-26.383,+204.598,+162.596
1070,+12.541,+106.076,+165.354
1071,+0.330,+108.548,+165.382
1072,+5.513,+106.091,+163.267
1073,-7.477,+144.445,+164.434
1074,-4.452,+117.566,+165.333
1075,-0.758,+111.229,+166.291
1076,-7.620,+130.577,+166.992
1077,-2.307,+117.473,+163.615
1078,-11.474,+117.622,+162.920
1079,+6.579,+105.447,+164.303
1080,+6.830,+106.166,+164.225
1081,+2.680,+114.757,+162.716
1082,-2.285,+116.107,+165.152
1083,+3.221,+119.113,+168.474
1084,-10.732,+126.799,+163.067
1085,-8.071,+129.303,+163.680
1086,-11.369,+123.899,+167.130
1087,-15.810,+143.622,+165.517
1088,-7.528,+116.303,+161.658
1089,+4.788,+113.156,+163.251
1090,-0.233,+113.617,+161.486
1091,-0.929,+119.654,+162.306
1092,-8.800,+119.848,+163.914
1093,+1.777,+115.018,+161.475
1094,+2.015,+113.211,+162.668
1095,-12.103,+134.409,+162.811
1096,-0.783,+110.583,+164.839
1097,-2.036,+112.625,+161.397
1098,-8.783,+132.110,+161.905
1099,-0.568,+112.953,+163.915
1100,+8.871,+113.262,+167.241
1101,-8.805,+138.400,+165.462
1102,+0.350,+110.436,+161.345
1103,-5.612,+114.048,+165.653
1104,+3.147,+107.722,+162.200
1105,+5.491,+111.552,+165.374
1106,-4.973,+138.521,+164.443
1107,-4.227,+115.038,+162.674
1108,+10.619,+112.019,+165.312
1109,-5.069,+112.521,+162.738
1110,-10.707,+118.377,+163.832
1111,-7.066,+126.282,+163.724
1112,-6.901,+124.871,+163.839
1113,+5.779,+110.224,+166.104
1114,-7.346,+128.909,+164.664
1115,+0.890,+120.028,+168.747
1116,+13.015,+103.910,+166.143
1117,+6.524,+110.200,+166.536
1118,+2.594,+111.407,+162.598
1119,-1.706,+117.052,+163.243
1120,+1.155,+115.650,+167.195
1121,-0.620,+114.295,+167.709
1122,+4.174,+114.705,+163.432
1123,-2.377,+112.246,+162.629
1124,-2.732,+118.974,+161.839
1125,-3.632,+117.467,+160.342
1126,-4.323,+130.821,+163.408
1127,-0.031,+116.523,+166.347
1128,+5.360,+107.211,+165.322
1129,-1.107,+114.749,+165.085
1130,-5.614,+131.559,+165.419
1131,-4.872,+116.228,+165.439
1132,+11.161,+104.152,+164.131
1133,-8.727,+117.651,+163.957
1134,+4.038,+110.755,+165.195
1135,-11.636,+126.345,+162.058
1136,-1.171,+117.553,+160.044
1137,-16.806,+203.084,+162.403
1138,+1.417,+114.341,+166.983
1139,+1.052,+114.724,+161.989
1140,+0.993,+113.860,+164.704
1141,+8.234,+108.108,+164.188
1142,+4.610,+113.939,+163.232
1143,+8.014,+107.408,+167.223
1144,-3.117,+123.434,+162.874
1145,-5.506,+116.297,+164.952
1146,-1.273,+112.681,+162.458
1147,-16.903,+170.488,+163.555
1148,+0.611,+118.711,+166.595
1149,-1.906,+120.855,+168.029
1150,-0.615,+112.746,+163.720
1151,+5.259,+112.861,+163.717
1152,+0.277,+114.308,+162.131
1153,+1.158,+119.913,+162.878
1154,-4.501,+168.987,+167.331
1155,+4.405,+112.005,+165.820
1156,+2.439,+110.972,+162.220
1157,-3.533,+129.830,+167.604
1158,+4.782,+112.684,+162.797
1159,-1.119,+116.806,+163.781
1160,-7.183,+136.906,+164.374
1161,-7.255,+154.144,+164.305
1162,-10.286,+129.842,+161.130
1163,-4.242,+120.937,+161.927
1164,-1.849,+117.147,+166.106
1165,+0.275,+126.752,+163.190
1166,+8.530,+107.221,+163.436
1167,-4.815,+141.018,+164.265
1168,-5.629,+118.735,+165.490
1169,-7.674,+117.889,+165.327
1170,-10.112,+129.830,+167.375
1171,-23.706,+170.686,+164.337
1172,-9.173,+114.033,+167.663
1173,-5.723,+119.967,+165.191
1174,+10.208,+106.363,+163.410
1175,-2.759,+116.756,+161.698
1176,-0.379,+119.028,+165.286
1177,-4.894,+119.805,+163.467
1178,-26.751,+296.693,+165.708
1179,+8.432,+110.122,+162.798
1180,+1.659,+112.038,+162.561
1181,-11.892,+123.133,+163.502
1182,-1.492,+112.463,+162.100
1183,-0.881,+113.592,+162.361
1184,+7.000,+115.157,+165.515
1185,+3.709,+110.727,+166.541
1186,+3.819,+111.743,+163.861
1187,-0.201,+122.587,+164.230
1188,-2.539,+113.688,+164.705
1189,-10.372,+173.107,+169.937
1190,+3.984,+108.958,+168.211
1191,+2.343,+113.911,+162.748
1192,-1.902,+115.531,+164.503
1193,-3.352,+137.663,+163.069
1194,-1.572,+112.376,+164.237
1195,-8.087,+201.159,+162.654
1196,-7.954,+127.544,+163.616
1197,-2.767,+120.880,+164.090
1198,-2.899,+118.991,+166.419
1199,+12.202,+106.679,+163.002
1200,+1.576,+116.166,+163.120
1201,-6.571,+118.100,+167.582
1202,-7.297,+132.993,+163.212
1203,-3.504,+116.454,+164.570
1204,+1.119,+110.556,+165.311
1205,-0.686,+116.500,+167.163
1206,+0.054,+112.339,+162.675
1207,+1.292,+115.616,+167.055
1208,-0.311,+112.781,+165.590
1209,-5.309,+112.515,+168.089
1210,-9.203,+131.532,+163.072
1211,-2.600,+115.629,+165.967
1212,-1.145,+115.781,+166.960
1213,-2.740,+122.657,+164.184
1214,-1.920,+115.306,+166.919
1215,+7.715,+110.171,+163.939
1216,-18.369,+274.567,+165.158
1217,+6.143,+118.478,+165.402
1218,-3.393,+115.104,+164.747
1219,+13.472,+102.726,+165.564
1220,-11.271,+131.140,+169.233
1221,+0.399,+119.280,+163.533
1222,+4.179,+122.073,+165.069
1223,+4.800,+114.521,+161.647
1224,-6.403,+130.928,+164.161
1225,-8.876,+125.474,+166.196
1226,+0.038,+131.256,+163.043
1227,-2.143,+124.716,+165.968
1228,-10.417,+119.322,+165.663
1229,+0.157,+113.975,+164.551
1230,+7.541,+121.266,+165.393
1231,+2.872,+115.133,+162.201
1232,-3.471,+116.797,+162.371
1233,-2.972,+126.666,+159.887
1234,+1.478,+114.120,+164.619
1235,-4.295,+143.769,+163.427
1236,-16.440,+137.866,+163.062
1237,-3.634,+115.369,+165.015
1238,+2.987,+114.114,+166.596
1239,+9.800,+107.646,+163.968
1240,+6.077,+107.989,+162.179
1241,+2.791,+122.791,+163.678
1242,+5.924,+106.069,+165.444
1243,+1.508,+116.244,+165.553
1244,+3.243,+113.182,+161.202
1245,-1.295,+119.352,+164.885
1246,+1.575,+125.080,+165.828
1247,+1.998,+114.881,+161.227
1248,+8.884,+106.974,+167.137
1249,+0.381,+111.076,+162.609
1250,+1.549,+114.709,+163.601
1251,-9.482,+122.788,+161.432
1252,+0.319,+119.664,+161.886
1253,-6.638,+118.873,+162.132
1254,+2.372,+112.364,+162.315
1255,-1.312,+111.075,+163.388
1256,+15.262,+102.089,+165.781
1257,+0.873,+112.319,+161.818
1258,-7.887,+120.466,+164.266
1259,-8.326,+117.122,+163.935
1260,+7.952,+107.619,+167.166
1261,-2.369,+120.550,+166.126
1262,+13.099,+109.015,+162.750
1263,-4.044,+118.760,+165.953
1264,-1.928,+131.522,+164.426
1265,-3.034,+120.385,+163.004
1266,+0.314,+113.066,+164.346
1267,-12.024,+142.258,+165.332
1268,-17.806,+161.557,+164.095
1269,+8.324,+103.979,+160.931
1270,-1.156,+121.268,+162.406
1271,+3.711,+118.882,+164.143
1272,-1.493,+116.521,+166.645
1273,-4.140,+113.975,+169.732
1274,+9.853,+111.332,+166.134
1275,-1.206,+122.744,+166.460
1276,-16.924,+136.829,+164.211
1277,-5.632,+141.805,+163.470
1278,+4.965,+112.448,+162.768
1279,-12.420,+132.470,+163.976
1280,-18.348,+166.642,+164.481
1281,+0.063,+121.860,+165.569
1282,+4.959,+113.107,+165.886
1283,-4.419,+121.148,+164.997
1284,-6.510,+121.818,+163.973
1285,+7.931,+115.752,+165.676
1286,-4.306,+116.422,+162.028
1287,-3.302,+121.045,+164.343
1288,+16.110,+109.620,+169.243
1289,+0.778,+121.078,+165.848
1290,+0.043,+131.535,+165.262
1291,-0.978,+114.420,+167.050
1292,+3.788,+112.017,+165.656
1293,-17.818,+218.132,+163.806
1294,-5.762,+141.702,+162.608
1295,-0.664,+129.463,+164.129
1296,-4.129,+120.787,+166.464
1297,-4.354,+116.801,+163.094
1298,+9.057,+106.429,+165.198
1299,-5.728,+121.777,+166.620
1300,+1.420,+109.650,+162.661
1301,-10.090,+219.035,+167.030
1302,-0.608,+120.291,+166.844
1303,+0.008,+113.546,+163.293
1304,-4.318,+122.852,+162.628
1305,-0.703,+118.967,+165.897
1306,-3.851,+139.551,+165.548
1307,+0.364,+112.848,+164.325
1308,-6.291,+121.695,+163.207
1309,-0.494,+126.851,+161.846
1310,+5.277,+112.370,+159.759
1311,-5.764,+137.310,+164.140
1312,+2.982,+116.908,+165.001
1313,-4.250,+119.542,+163.405
1314,+2.536,+110.751,+167.469
1315,+4.060,+112.980,+165.500
1316,-0.012,+112.899,+169.221
1317,+1.138,+112.271,+165.711
1318,-2.326,+119.201,+162.631
1319,+1.144,+111.190,+165.100
1320,-13.970,+149.904,+162.816
1321,-0.937,+122.108,+163.350
1322,+4.934,+109.544,+163.198
1323,+6.511,+108.993,+164.297
1324,+12.225,+107.182,+165.023
1325,-23.248,+286.363,+162.783
1326,-0.173,+115.500,+165.322
1327,-4.936,+118.820,+162.421
1328,+2.612,+116.734,+168.274
1329,-12.884,+173.378,+162.553
1330,-3.625,+121.664,+164.328
1331,-2.963,+120.183,+165.262
1332,+3.871,+111.992,+164.169
1333,+2.909,+113.621,+164.168
1334,-13.128,+121.878,+162.784
1335,-10.343,+132.742,+168.047
1336,-3.431,+131.366,+163.088
1337,+0.178,+118.757,+163.583
1338,-2.189,+114.873,+162.877
1339,+0.947,+117.250,+165.674
1340,-2.659,+118.930,+163.318
1341,+2.799,+116.878,+166.091
1342,+4.825,+109.100,+162.997
1343,+14.350,+103.997,+162.423
1344,-3.512,+118.599,+163.353
1345,+8.117,+107.372,+166.946
1346,+6.546,+107.862,+164.073
1347,+5.041,+110.092,+163.287
1348,+1.267,+115.274,+166.957
1349,+5.032,+124.532,+164.676
1350,+6.396,+107.434,+164.220
1351,+17.340,+102.865,+164.169
1352,-4.495,+132.649,+166.781
1353,+7.607,+125.392,+167.388
1354,-9.818,+131.857,+162.920
1355,-1.462,+123.935,+167.971
1356,+0.427,+111.746,+163.840
1357,+3.497,+111.057,+165.028
1358,+3.580,+111.794,+162.696
1359,+5.830,+112.276,+165.954
1360,+5.295,+116.630,+163.866
1361,+3.167,+129.850,+164.041
1362,+12.717,+108.509,+164.383
1363,-0.323,+132.775,+166.180
1364,+4.386,+153.295,+168.989
1365,+4.811,+110.490,+164.872
1366,+0.853,+126.025,+165.994
1367,+14.564,+108.604,+162.842
1368,+0.307,+116.009,+163.316
1369,+10.506,+111.469,+165.721
1370,+6.527,+112.359,+164.143
1371,+4.237,+116.242,+169.947
1372,+2.152,+122.493,+161.783
1373,+3.323,+114.227,+167.649
1374,+8.022,+108.791,+164.057
1375,+3.710,+113.146,+169.189
1376,+3.791,+113.433,+164.704
1377,+6.941,+116.736,+163.328
1378,-3.093,+124.558,+168.318
1379,+6.111,+114.703,+162.470
1380,+7.778,+114.393,+163.184
1381,+6.960,+110.580,+167.153
1382,+4.041,+137.210,+167.039
1383,+4.375,+110.195,+163.935
1384,+2.261,+110.922,+165.739
1385,+16.146,+103.617,+161.785
1386,+21.125,+101.239,+164.174
1387,+9.934,+107.673,+164.966
1388,+4.080,+109.804,+164.178
1389,+13.561,+110.896,+164.413
1390,+4.491,+169.489,+162.690
1391,+3.199,+112.118,+163.366
1392,+9.983,+107.705,+161.534
1393,+6.215,+114.607,+164.346
1394,+5.780,+117.434,+165.790
1395,+3.593,+113.522,+164.818
1396,+11.693,+107.738,+163.194
1397,+8.012,+111.426,+166.430
1398,+11.383,+109.200,+163.131
1399,+5.990,+113.762,+163.591
1400,+4.734,+112.765,+166.522
1401,+12.024,+108.930,+166.198
1402,+5.143,+112.559,+161.094
1403,+5.228,+114.502,+163.435
1404,+2.363,+146.019,+165.216
1405,+8.565,+108.782,+167.709
1406,+8.887,+115.236,+165.455
1407,+4.335,+111.707,+162.606
1408,-6.274,+140.797,+171.656
1409,+3.695,+111.772,+165.530
1410,+16.591,+106.326,+167.309
1411,+15.048,+103.482,+163.850
1412,+12.336,+107.909,+165.514
1413,-1.738,+118.453,+161.641
1414,+10.274,+119.607,+164.441
1415,-1.619,+121.426,+162.825
1416,+8.948,+112.951,+164.537
1417,+8.294,+107.969,+161.706
1418,+2.735,+130.231,+165.349
1419,+11.581,+111.456,+162.559
1420,+16.437,+104.768,+164.159
1421,+13.445,+110.579,+161.939
1422,+5.667,+112.001,+166.378
1423,+3.241,+113.134,+165.162
1424,+18.352,+105.900,+168.053
1425,+6.556,+110.194,+162.293
1426,+17.872,+103.374,+161.070
1427,-1.800,+136.027,+162.637
1428,+16.243,+106.642,+162.153
1429,+9.694,+108.683,+162.519
1430,+11.150,+112.103,+163.188
1431,+10.680,+118.962,+164.026
1432,+17.213,+105.965,+163.431
1433,+18.498,+104.771,+161.445
1434,+19.433,+106.670,+166.407
1435,+9.203,+107.565,+166.769
1436,+20.204,+101.827,+164.056
1437,+2.518,+129.821,+163.011
1438,+9.478,+115.914,+164.587
1439,+6.556,+117.935,+167.046
1440,+19.924,+101.296,+162.697
1441,+14.109,+105.787,+164.420
1442,+8.356,+118.374,+165.445
1443,-13.169,+206.694,+164.393
1444,-28.347,+395.654,+165.275
1445,-1.473,+121.980,+164.615
1446,+9.422,+113.194,+167.004
1447,-1.892,+122.884,+165.524
1448,+10.459,+125.366,+168.003
1449,+9.307,+134.962,+163.243
1450,+9.892,+112.827,+163.795
1451,+9.109,+115.827,+166.333
1452,+17.999,+105.291,+163.902
1453,+23.979,+101.136,+165.585
1454,+8.523,+111.589,+165.493
1455,+14.534,+106.927,+162.668
1456,+12.186,+106.392,+165.557
1457,+5.996,+122.696,+164.126
1458,+11.778,+107.716,+166.074
1459,+13.691,+112.078,+166.377
1460,+5.961,+115.125,+164.650
1461,+8.356,+111.035,+165.316
1462,+4.247,+115.364,+164.097
1463,-0.401,+116.960,+161.974
1464,+10.627,+112.990,+167.223
1465,+5.834,+116.007,+164.893
1466,+10.274,+106.829,+162.155
1467,-2.946,+121.244,+164.463
1468,-0.764,+159.871,+163.037
1469,+9.161,+119.603,+167.126
1470,+3.548,+114.818,+166.472
1471,+8.986,+109.907,+164.098
1472,+7.327,+112.199,+162.729
1473,+15.853,+104.689,+165.532
1474,+4.823,+114.520,+164.847
1475,+1.069,+119.536,+163.122
1476,+4.858,+117.976,+162.899
1477,+7.100,+122.539,+163.178
1478,+12.306,+113.810,+163.615
1479,+11.267,+109.054,+165.293
1480,-2.876,+119.077,+164.252
1481,+14.252,+108.760,+165.524
1482,+9.115,+109.593,+164.162
1483,+19.218,+105.633,+165.645
1484,+7.237,+112.115,+165.994
1485,+12.056,+111.068,+167.496
1486,-22.467,+309.455,+171.095
1487,+6.974,+117.083,+167.458
1488,+11.909,+109.294,+162.985
1489,+10.163,+114.658,+167.443
1490,+7.849,+110.661,+165.455
1491,+25.135,+101.186,+163.734
1492,+9.852,+110.036,+163.333
1493,+6.628,+117.765,+164.149
1494,+10.565,+117.180,+166.634
1495,+18.130,+108.926,+165.516
1496,+11.349,+112.335,+161.741
1497,+12.031,+113.176,+169.357
1498,+12.447,+119.574,+165.998
1499,+11.496,+107.258,+166.529
1500,+7.051,+107.856,+166.856
1501,+6.006,+115.576,+167.162
1502,+14.375,+107.495,+165.299
1503,+11.490,+112.553,+163.226
1504,+6.233,+114.467,+164.755
1505,+2.692,+135.329,+165.362
1506,+1.570,+131.444,+161.555
1507,+10.361,+110.728,+163.348
1508,+10.919,+110.798,+164.527
1509,+13.552,+105.283,+172.351
1510,+10.748,+112.148,+165.638
1511,+11.288,+111.358,+163.150
1512,+14.256,+110.732,+165.252
1513,+13.552,+112.785,+162.952
1514,+9.921,+115.614,+164.013
1515,+4.074,+118.949,+162.497
1516,+10.759,+107.739,+163.281
1517,+11.272,+109.368,+166.710
1518,+14.119,+105.458,+164.945
1519,-5.430,+157.448,+165.089
1520,+10.110,+111.206,+167.242
1521,+11.813,+107.391,+166.621
1522,-5.020,+135.847,+164.691
1523,+1.696,+145.241,+168.426
1524,+6.191,+119.415,+165.582
1525,+6.721,+127.316,+168.300
1526,+7.827,+119.041,+163.280
1527,-7.512,+135.141,+162.463
1528,+10.717,+114.694,+162.077
1529,+14.049,+106.815,+166.028
1530,+9.580,+124.061,+164.436
1531,+17.807,+108.294,+166.912
1532,+15.001,+110.158,+163.750
1533,+10.691,+108.923,+166.682
1534,+10.766,+118.832,+162.831
1535,+11.111,+113.225,+165.650
1536,+9.688,+121.934,+162.037
1537,+19.146,+108.287,+163.893
1538,+13.506,+109.039,+165.165
1539,+10.093,+106.965,+164.441
1540,+5.292,+116.024,+163.076
1541,+13.424,+113.525,+165.463
1542,+5.474,+121.924,+165.449
1543,+22.193,+100.809,+163.329
1544,+6.153,+117.020,+163.930
1545,+10.689,+108.842,+162.560
1546,+5.305,+118.435,+163.331
1547,+9.849,+121.458,+169.110
1548,+12.247,+115.638,+167.688
1549,+6.480,+115.627,+164.646
1550,+10.795,+112.847,+167.891
1551,+11.345,+119.406,+165.338
1552,+13.442,+112.978,+166.015
1553,+17.393,+109.861,+181.098
1554,+12.939,+111.684,+164.738
1555,+10.888,+116.640,+166.240
1556,+19.848,+106.202,+162.354
1557,+13.365,+116.287,+164.721
1558,+11.385,+117.811,+167.011
1559,+15.363,+116.310,+166.879
1560,+14.260,+113.794,+164.157
1561,+17.292,+107.412,+166.168
1562,+15.041,+111.119,+164.166
1563,+14.363,+130.097,+166.865
1564,+19.003,+125.269,+168.601
1565,+17.287,+115.983,+173.293
1566,+6.397,+117.562,+182.257
1567,+14.238,+123.456,+169.539
1568,+21.770,+113.291,+166.192
1569,+23.868,+124.696,+163.797
1570,+13.370,+115.494,+167.551
1571,+30.506,+107.008,+174.854
1572,+18.753,+117.775,+168.071
1573,+28.535,+118.979,+182.810
1574,+32.326,+106.359,+178.165
1575,+26.144,+114.775,+179.001
1576,+21.237,+125.397,+176.111
1577,+17.298,+129.861,+174.361
1578,+30.031,+113.152,+178.455
1579,+24.004,+118.055,+177.297
1580,+15.890,+127.468,+182.724
1581,+31.387,+117.163,+177.822
1582,+36.442,+109.786,+181.771
1583,+24.520,+138.915,+183.185
1584,+32.496,+120.440,+181.866
1585,+28.432,+121.250,+180.036
1586,+23.020,+124.436,+180.604
1587,+20.356,+129.025,+181.519
1588,+30.732,+116.633,+180.671
1589,+25.064,+120.977,+181.626
1590,+25.569,+124.268,+178.968
1591,+17.250,+130.825,+183.405
1592,+34.461,+117.283,+180.584
1593,+24.340,+122.292,+181.355
1594,+12.891,+137.596,+178.896
1595,+27.455,+116.670,+181.782
1596,+28.588,+123.792,+181.963
1597,+33.426,+109.025,+185.408
1598,+24.757,+132.202,+183.785
1599,+20.882,+166.307,+182.284
1600,+26.732,+123.008,+182.798
1601,+35.224,+112.661,+179.227
1602,+23.464,+137.297,+186.235
1603,+19.542,+132.741,+183.207
1604,+31.138,+114.511,+178.750
1605,+26.500,+124.471,+183.068
